3378
ISL	medium	NY.GDP.MKTP.CD	1.00000
MAC	medium	NY.GDP.MKTP.CD	1.00000
SYR	medium	NY.GDP.MKTP.CD	1.00000
DOM	medium	NY.GDP.MKTP.CD	1.00000
KGZ	medium	NY.GDP.MKTP.CD	1.00000
PER	medium	NY.GDP.MKTP.CD	1.00000
NIC	medium	NY.GDP.MKTP.CD	1.00000
CIV	medium	NY.GDP.MKTP.CD	1.00000
LUX	medium	NY.GDP.MKTP.CD	1.00000
ZMB	medium	NY.GDP.MKTP.CD	1.00000
MKD	medium	NY.GDP.MKTP.CD	1.00000
IDN	medium	NY.GDP.MKTP.CD	1.00000
PNG	medium	NY.GDP.MKTP.CD	1.00000
AUT	medium	NY.GDP.MKTP.CD	1.00000
GIN	medium	NY.GDP.MKTP.CD	1.00000
CHL	medium	NY.GDP.MKTP.CD	1.00000
LTU	medium	NY.GDP.MKTP.CD	1.00000
JAM	medium	NY.GDP.MKTP.CD	1.00000
GTM	medium	NY.GDP.MKTP.CD	1.00000
TGO	medium	NY.GDP.MKTP.CD	1.00000
PRY	medium	NY.GDP.MKTP.CD	1.00000
BIH	medium	NY.GDP.MKTP.CD	1.00000
MDG	medium	NY.GDP.MKTP.CD	1.00000
MOZ	medium	NY.GDP.MKTP.CD	1.00000
CMR	medium	NY.GDP.MKTP.CD	1.00000
CHI	medium	NY.GDP.MKTP.CD	1.00000
CRI	medium	NY.GDP.MKTP.CD	1.00000
FIN	medium	NY.GDP.MKTP.CD	1.00000
GRC	medium	NY.GDP.MKTP.CD	1.00000
IRN	medium	NY.GDP.MKTP.CD	1.00000
KHM	medium	NY.GDP.MKTP.CD	1.00000
ARM	medium	NY.GDP.MKTP.CD	1.00000
TCD	medium	NY.GDP.MKTP.CD	1.00000
COL	medium	NY.GDP.MKTP.CD	1.00000
AZE	medium	NY.GDP.MKTP.CD	1.00000
NCL	medium	NY.GDP.MKTP.CD	1.00000
DZA	medium	NY.GDP.MKTP.CD	1.00000
ZAF	medium	NY.GDP.MKTP.CD	1.00000
LAO	medium	NY.GDP.MKTP.CD	1.00000
SEN	medium	NY.GDP.MKTP.CD	1.00000
NER	medium	NY.GDP.MKTP.CD	1.00000
SST	medium	NY.GDP.MKTP.CD	1.00000
GHA	medium	NY.GDP.MKTP.CD	1.00000
SLV	medium	NY.GDP.MKTP.CD	1.00000
BWA	medium	NY.GDP.MKTP.CD	1.00000
BHR	medium	NY.GDP.MKTP.CD	1.00000
MAR	medium	NY.GDP.MKTP.CD	1.00000
KOR	medium	NY.GDP.MKTP.CD	1.00000
XKX	medium	NY.GDP.MKTP.CD	1.00000
ECU	medium	NY.GDP.MKTP.CD	1.00000
NGA	medium	NY.GDP.MKTP.CD	1.00000
SGP	medium	NY.GDP.MKTP.CD	1.00000
MYS	medium	NY.GDP.MKTP.CD	1.00000
MMR	medium	NY.GDP.MKTP.CD	1.00000
BFA	medium	NY.GDP.MKTP.CD	1.00000
IRL	medium	NY.GDP.MKTP.CD	1.00000
CHE	medium	NY.GDP.MKTP.CD	1.00000
HTI	medium	NY.GDP.MKTP.CD	1.00000
BRN	medium	NY.GDP.MKTP.CD	1.00000
CYP	medium	NY.GDP.MKTP.CD	1.00000
NZL	medium	NY.GDP.MKTP.CD	1.00000
GAB	medium	NY.GDP.MKTP.CD	1.00000
VNM	medium	NY.GDP.MKTP.CD	1.00000
YEM	medium	NY.GDP.MKTP.CD	1.00000
SAU	medium	NY.GDP.MKTP.CD	1.00000
UZB	medium	NY.GDP.MKTP.CD	1.00000
BGR	medium	NY.GDP.MKTP.CD	1.00000
AFG	medium	NY.GDP.MKTP.CD	1.00000
EST	medium	NY.GDP.MKTP.CD	1.00000
GEO	medium	NY.GDP.MKTP.CD	1.00000
AFW	medium	NY.GDP.MKTP.CD	1.00000
MNG	medium	NY.GDP.MKTP.CD	1.00000
IRQ	medium	NY.GDP.MKTP.CD	1.00000
KWT	medium	NY.GDP.MKTP.CD	1.00000
BEL	medium	NY.GDP.MKTP.CD	1.00000
SSD	medium	NY.GDP.MKTP.CD	1.00000
DNK	medium	NY.GDP.MKTP.CD	1.00000
OSS	medium	NY.GDP.MKTP.CD	1.00000
IDB	medium	NY.GDP.MKTP.CD	1.00000
ESP	medium	NY.GDP.MKTP.CD	1.00000
BLR	medium	NY.GDP.MKTP.CD	1.00000
TZA	medium	NY.GDP.MKTP.CD	1.00000
NLD	medium	NY.GDP.MKTP.CD	1.00000
SVK	medium	NY.GDP.MKTP.CD	1.00000
SRB	medium	NY.GDP.MKTP.CD	1.00000
MEX	medium	NY.GDP.MKTP.CD	1.00000
ARE	medium	NY.GDP.MKTP.CD	1.00000
SWE	medium	NY.GDP.MKTP.CD	1.00000
KAZ	medium	NY.GDP.MKTP.CD	1.00000
BRA	medium	NY.GDP.MKTP.CD	1.00000
HPC	medium	NY.GDP.MKTP.CD	1.00000
ARG	medium	NY.GDP.MKTP.CD	1.00000
AUS	medium	NY.GDP.MKTP.CD	1.00000
LIC	medium	NY.GDP.MKTP.CD	1.00000
SVN	medium	NY.GDP.MKTP.CD	1.00000
LBY	medium	NY.GDP.MKTP.CD	1.00000
PRE	medium	NY.GDP.MKTP.CD	1.00000
AFE	medium	NY.GDP.MKTP.CD	1.00000
HRV	medium	NY.GDP.MKTP.CD	1.00000
TMN	medium	NY.GDP.MKTP.CD	1.00000
MNA	medium	NY.GDP.MKTP.CD	1.00000
ROU	medium	NY.GDP.MKTP.CD	1.00000
IDX	medium	NY.GDP.MKTP.CD	1.00000
CZE	medium	NY.GDP.MKTP.CD	1.00000
SSA	medium	NY.GDP.MKTP.CD	1.00000
TSS	medium	NY.GDP.MKTP.CD	1.00000
SSF	medium	NY.GDP.MKTP.CD	1.00000
UKR	medium	NY.GDP.MKTP.CD	1.00000
HUN	medium	NY.GDP.MKTP.CD	1.00000
ARB	medium	NY.GDP.MKTP.CD	1.00000
IDA	medium	NY.GDP.MKTP.CD	1.00000
IND	medium	NY.GDP.MKTP.CD	1.00000
FCS	medium	NY.GDP.MKTP.CD	1.00000
ITA	medium	NY.GDP.MKTP.CD	1.00000
CAN	medium	NY.GDP.MKTP.CD	1.00000
JPN	medium	NY.GDP.MKTP.CD	1.00000
MEA	medium	NY.GDP.MKTP.CD	1.00000
SAS	medium	NY.GDP.MKTP.CD	1.00000
TSA	medium	NY.GDP.MKTP.CD	1.00000
CHN	medium	NY.GDP.MKTP.CD	1.00000
IDX	mediumHigh	NY.GDP.MKTP.CD	1.00000
HUN	mediumHigh	NY.GDP.MKTP.CD	1.00000
TUN	mediumHigh	NY.GDP.MKTP.CD	1.00000
LBY	mediumHigh	NY.GDP.MKTP.CD	1.00000
TZA	mediumHigh	NY.GDP.MKTP.CD	1.00000
COD	mediumHigh	NY.GDP.MKTP.CD	1.00000
ETH	mediumHigh	NY.GDP.MKTP.CD	1.00000
BLR	mediumHigh	NY.GDP.MKTP.CD	1.00000
BEL	mediumHigh	NY.GDP.MKTP.CD	1.00000
LTU	mediumHigh	NY.GDP.MKTP.CD	1.00000
NGA	mediumHigh	NY.GDP.MKTP.CD	1.00000
GRC	mediumHigh	NY.GDP.MKTP.CD	1.00000
COL	mediumHigh	NY.GDP.MKTP.CD	1.00000
CZE	mediumHigh	NY.GDP.MKTP.CD	1.00000
KWT	mediumHigh	NY.GDP.MKTP.CD	1.00000
URY	mediumHigh	NY.GDP.MKTP.CD	1.00000
CIV	mediumHigh	NY.GDP.MKTP.CD	1.00000
DZA	mediumHigh	NY.GDP.MKTP.CD	1.00000
VEN	mediumHigh	NY.GDP.MKTP.CD	1.00000
SVN	mediumHigh	NY.GDP.MKTP.CD	1.00000
LBN	mediumHigh	NY.GDP.MKTP.CD	1.00000
DOM	mediumHigh	NY.GDP.MKTP.CD	1.00000
AZE	mediumHigh	NY.GDP.MKTP.CD	1.00000
PRT	mediumHigh	NY.GDP.MKTP.CD	1.00000
PRI	mediumHigh	NY.GDP.MKTP.CD	1.00000
UKR	mediumHigh	NY.GDP.MKTP.CD	1.00000
BGD	mediumHigh	NY.GDP.MKTP.CD	1.00000
IRQ	mediumHigh	NY.GDP.MKTP.CD	1.00000
OMN	mediumHigh	NY.GDP.MKTP.CD	1.00000
SRB	mediumHigh	NY.GDP.MKTP.CD	1.00000
IND	mediumHigh	NY.GDP.MKTP.CD	1.00000
PHL	mediumHigh	NY.GDP.MKTP.CD	1.00000
CUB	mediumHigh	NY.GDP.MKTP.CD	1.00000
BRA	mediumHigh	NY.GDP.MKTP.CD	1.00000
PAK	mediumHigh	NY.GDP.MKTP.CD	1.00000
SWE	mediumHigh	NY.GDP.MKTP.CD	1.00000
CSS	mediumHigh	NY.GDP.MKTP.CD	1.00000
MYS	mediumHigh	NY.GDP.MKTP.CD	1.00000
MEA	mediumHigh	NY.GDP.MKTP.CD	1.00000
CHL	mediumHigh	NY.GDP.MKTP.CD	1.00000
IRL	mediumHigh	NY.GDP.MKTP.CD	1.00000
SST	mediumHigh	NY.GDP.MKTP.CD	1.00000
